review_id,business_id,biz_name,biz_cats,biz_desc,review_text,stars,author_name,rating_category,label_ads,label_irrelevant,label_rant_no_visit,label_relevant,cosine_to_business,reasons
5b72f67a-3651-4477-8046-070d83070525,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,5,Gulsum Akar,taste,0,0,0,1,0.007784842161624746,relevant: name/category anchor
54a90113-05e8-4b27-bb98-51f0025a80c0,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,During my holiday in Marmaris we ate here to fit the food. It's really good that the food is cheap and nice. Eating as much bread as you want is a big plus for those who are not satisfied without bread. It is a place that I can recommend to those who will go to Marmaris. On July 1 there was a small increase but even the price hike is cheap. I leave the photo of the latest prices and breakfast below. there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,4,Oguzhan Cetin,menu,0,1,0,0,0.0,irrelevant: cosine<0.10
c2b15dd3-52bb-4a08-b9b2-48257083fecd,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,Prices are very affordable. The menu in the photo cost 108 liras. You have to wait 10-15 minutes for food. Staff is annoying. Well it tastes good. Boiled meat was delicious.,3,Yasin Kuyu,outdoor_atmosphere,0,1,0,0,0.0,irrelevant: cosine<0.10
f88120f4-2a61-47af-b026-8ce1cb3cde7f,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,Turkey's cheapest artisan restaurant and its food is delicious!,5,Orhan Kapu,indoor_atmosphere,0,0,0,1,0.038442532713501655,relevant: name/category anchor
c59d4c14-f2eb-4759-b63b-18df6c7c5c7f,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,I don't know what you will look for in terms of price performance point; taste; but yigit restaurant writes a big plus for those who come to work in this region.,3,Ozgur Sati,menu,0,0,0,1,0.04130456380135162,relevant: name/category anchor
c4ea3273-6374-4faf-8ef7-45b0b60faead,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,Generally good.,4,Arda Karaca,indoor_atmosphere,0,1,0,0,0.0,irrelevant: cosine<0.10
6ad439a5-41ab-4bea-9c56-e2c5c420f46b,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,What you see is 125 TL in total. It's a pretty convenient place. We can say that it is an artisan restaurant; you should not expect a restaurant; but they are still quite good in terms of price and performance. As of July 1; prices will increase,5,İrem Eren,taste,0,0,0,1,0.0317120521135324,relevant: name/category anchor
550c0428-0a97-458b-aed1-91d102fc1107,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,Delicious food at rock bottom prices. Friendly staff; Highly recommend,5,Nadia Salim,taste,0,1,0,0,0.0,irrelevant: cosine<0.10
a1ee45b0-6426-4ba2-bc2f-e33627ab090b,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,"Every time I go, I still experience the amazement I experienced years ago as if it were the first time. There is no need to explain. Folk hero is a business.",5,Mehmet Eser,outdoor_atmosphere,0,1,0,0,0.0,irrelevant: cosine<0.10
5ca5058d-588a-4fa6-8cc8-232422447855,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,The most f/p of all businesses I've seen.,5,Celal Ozer,indoor_atmosphere,0,1,0,0,0.0,irrelevant: cosine<0.10
aaea8344-f8e0-4fcf-8807-c700c89bf83f,6ab6f6b10ba6,Haci'nin Yeri - Yigit Lokantasi,Restaurant,,The food was just like the ones my mother made. Prices were reasonable.,5,Onur Celebi,taste,0,1,0,0,0.0,irrelevant: cosine<0.10
68906739-3962-45f9-97e3-fc3c307d65ea,22c7217d60dc,Pizza Fellas,Restaurant,,The ambiance of the place is nice; when we went; there was a lot of queue; and after waiting for a while; they took our place. The friend who took our order said half a half pizza and we preferred half chicken and half steak. Two people were easily satisfied; a lot of patterns.,5,Kadir Tasci,indoor_atmosphere,0,0,0,1,0.01997724363246565,relevant: name/category anchor
7744be7f-f661-45e8-b46b-0c23034a1169,22c7217d60dc,Pizza Fellas,Restaurant,,"Flavor : It has nothing but dough taste. Labor : Not befitting a touristic place. Service : There was no wet wipes and napkins on the table, but there was no sympathetic family to say. This service and this taste were not available at this price.",2,Serkan Colak,taste,0,1,0,0,0.0,irrelevant: cosine<0.10
aebbf329-f930-4474-baa5-f1dab42db5e9,22c7217d60dc,Pizza Fellas,Restaurant,,It is in the center; easy to reach; close to the parking lot; the prices are partially affordable; the products are delicious but not quite satisfying; the seating places are cramped; the place is a little flat.,4,Selim Cun,indoor_atmosphere,0,1,0,0,0.0,irrelevant: cosine<0.10
51e62bd0-8301-4933-85bb-855aa90a1a70,22c7217d60dc,Pizza Fellas,Restaurant,,They make delicious pizza with nice ingredients on thin dough. Slice pizza and all pizza options are available. You can try two different flavors as a whole by making two different choices for the whole pizza. We wanted the mushroom and sausage. It was very nice; warm; and it was cooked in its consistency without drying the ingredients.,5,Zeki Celik,outdoor_atmosphere,0,0,0,1,0.07865137333224469,relevant: name/category anchor
7ca7e7a3-6ab4-4b7b-ac7c-bd93874e848b,22c7217d60dc,Pizza Fellas,Restaurant,,It's in a nice place but it's very small and their pizza is not that good to be exaggerated. Pizza dough is nice and thin. They do not offer advice to the customer.,3,Mustafa Caliskan,taste,0,0,0,1,0.055065498639853924,relevant: name/category anchor
af855243-5c8d-429b-a73f-e2313486f74e,22c7217d60dc,Pizza Fellas,Restaurant,,I strongly recommend. If I come to the taste part; it was very enjoyable to eat with their special sauces. Also the whole pizza was huge.,5,Deniz Bilgin,outdoor_atmosphere,0,0,0,1,0.032911451521376124,relevant: name/category anchor
